Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
2000,56,1774,89,8.9,226.0,1774.0
10000,56,8993,485,48.5,1007.0,8993.0
20000,56,17919,1005,100.5,2081.0,17919.0
40000,56,35738,2032,203.2,4262.0,35738.0
60000,56,53628,3013,301.3,6372.0,53628.0
80000,56,71590,4373,437.3,8410.0,71590.0
100000,56,89583,4957,495.7,10417.0,89583.0
2,57,2,0,0.0,0.0,2.0
3,57,3,0,0.0,0.0,3.0
100,57,87,3,0.3,13.0,87.0
200,57,176,20,2.0,24.0,176.0
2000,57,1786,110,11.0,214.0,1786.0
10000,57,8915,537,53.7,1085.0,8915.0
20000,57,18020,975,97.5,1980.0,18020.0
40000,57,35863,2020,202.0,4137.0,35863.0
60000,57,53676,2964,296.4,6324.0,53676.0
80000,57,71711,4009,400.9,8289.0,71711.0
100000,57,89369,5124,512.4,10631.0,89369.0
2,58,2,0,0.0,0.0,2.0
3,58,3,0,0.0,0.0,3.0
100,58,88,6,0.6,12.0,88.0
200,58,173,7,0.7,27.0,173.0
2000,58,1779,108,10.8,221.0,1779.0
10000,58,8985,500,50.0,1015.0,8985.0
20000,58,17797,1008,100.8,2203.0,17797.0
40000,58,35858,2008,200.8,4142.0,35858.0
60000,58,53702,3044,304.4,6298.0,53702.0
80000,58,71539,3986,398.6,8461.0,71539.0
100000,58,89653,4904,490.4,10347.0,89653.0
2,59,2,0,0.0,0.0,2.0
3,59,3,0,0.0,0.0,3.0
100,59,81,5,0.5,19.0,81.0
200,59,182,13,1.3,18.0,182.0
2000,59,1793,111,11.1,207.0,1793.0
10000,59,9000,520,52.0,1000.0,9000.0
20000,59,17977,1013,101.3,2023.0,17977.0
40000,59,35834,1926,192.6,4166.0,35834.0
60000,59,53599,2995,299.5,6401.0,53599.0
80000,59,71507,3966,396.6,8493.0,71507.0
100000,59,89613,4916,491.6,10387.0,89613.0
2,60,2,0,0.0,0.0,2.0
3,60,3,0,0.0,0.0,3.0
100,60,89,1,0.1,11.0,89.0
200,60,177,89,8.9,23.0,177.0
2000,60,1769,102,10.2,231.0,1769.0
10000,60,8935,517,51.7,1065.0,8935.0
20000,60,17840,1015,101.5,2160.0,17840.0
40000,60,35781,1978,197.8,4219.0,35781.0
60000,60,53716,3004,300.4,6284.0,53716.0
80000,60,71680,4083,408.3,8320.0,71680.0
100000,60,89506,5012,501.2,10494.0,89506.0
2,61,2,0,0.0,0.0,2.0
3,61,3,0,0.0,0.0,3.0
100,61,86,6,0.6,14.0,86.0
200,61,177,13,1.3,23.0,177.0
2000,61,1814,101,10.1,186.0,1814.0
10000,61,8977,501,50.1,1023.0,8977.0
20000,61,17932,985,98.5,2068.0,17932.0
40000,61,35830,2078,207.8,4170.0,35830.0
60000,61,53728,2902,290.2,6272.0,53728.0
80000,61,71506,4046,404.6,8494.0,71506.0
100000,61,89554,5125,512.5,10446.0,89554.0
2,62,1,0,0.0,1.0,1.0
3,62,3,0,0.0,0.0,3.0
100,62,86,1,0.1,14.0,86.0
200,62,174,14,1.4,26.0,174.0
2000,62,1769,110,11.0,231.0,1769.0
10000,62,8934,566,56.6,1066.0,8934.0
20000,62,17879,1044,104.4,2121.0,17879.0
40000,62,35726,1968,196.8,4274.0,35726.0
60000,62,53685,3047,304.7,6315.0,53685.0
80000,62,71508,4004,400.4,8492.0,71508.0
100000,62,89588,4992,499.2,10412.0,89588.0
2,63,2,0,0.0,0.0,2.0
3,63,3,0,0.0,0.0,3.0
100,63,89,5,0.5,11.0,89.0
200,63,181,33,3.3,19.0,181.0
2000,63,1798,96,9.6,202.0,1798.0
10000,63,8945,504,50.4,1055.0,8945.0
20000,63,17885,1013,101.3,2115.0,17885.0
40000,63,35789,1987,198.7,4211.0,35789.0
60000,63,53644,2912,291.2,6356.0,53644.0
80000,63,71540,4060,406.0,8460.0,71540.0
100000,63,89577,5095,509.5,10423.0,89577.0
2,64,2,0,0.0,0.0,2.0
3,64,3,0,0.0,0.0,3.0
100,64,85,14,1.4,15.0,85.0
200,64,165,97,9.7,35.0,165.0
2000,64,1791,98,9.8,209.0,1791.0
10000,64,8886,545,54.5,1114.0,8886.0
20000,64,18004,962,96.2,1996.0,18004.0
40000,64,35775,2010,201.0,4225.0,35775.0
60000,64,53621,2963,296.3,6379.0,53621.0
80000,64,71512,3969,396.9,8488.0,71512.0
100000,64,89418,5008,500.8,10582.0,89418.0
2,65,2,0,0.0,0.0,2.0
3,65,3,0,0.0,0.0,3.0
100,65,84,66,6.6,16.0,84.0
200,65,180,25,2.5,20.0,180.0
2000,65,1778,143,14.3,222.0,1778.0
10000,65,8949,504,50.4,1051.0,8949.0
20000,65,17935,1037,103.7,2065.0,17935.0
40000,65,35809,1956,195.6,4191.0,35809.0
60000,65,53786,2973,297.3,6214.0,53786.0
80000,65,71537,3931,393.1,8463.0,71537.0
100000,65,89433,5056,505.6,10567.0,89433.0
2,66,2,0,0.0,0.0,2.0
3,66,3,1,0.1,0.0,3.0
100,66,88,16,1.6,12.0,88.0
200,66,176,7,0.7,24.0,176.0
2000,66,1785,94,9.4,215.0,1785.0
10000,66,8938,890,89.0,1062.0,8938.0
20000,66,17929,1032,103.2,2071.0,17929.0
40000,66,35707,2047,204.7,4293.0,35707.0
60000,66,53620,3088,308.8,6380.0,53620.0
80000,66,71599,4028,402.8,8401.0,71599.0
100000,66,89335,5007,500.7,10665.0,89335.0
2,67,1,0,0.0,1.0,1.0
3,67,3,0,0.0,0.0,3.0
100,67,93,5,0.5,7.0,93.0
200,67,180,10,1.0,20.0,180.0
2000,67,1773,98,9.8,227.0,1773.0
10000,67,8960,524,52.4,1040.0,8960.0
20000,67,17982,996,99.6,2018.0,17982.0
40000,67,35740,2107,210.7,4260.0,35740.0
60000,67,53675,3045,304.5,6325.0,53675.0
80000,67,71442,4005,400.5,8558.0,71442.0
100000,67,89398,4959,495.9,10602.0,89398.0
2,68,2,0,0.0,0.0,2.0
3,68,2,0,0.0,1.0,2.0
100,68,84,16,1.6,16.0,84.0
200,68,171,28,2.8,29.0,171.0
2000,68,1798,117,11.7,202.0,1798.0
10000,68,8938,478,47.8,1062.0,8938.0
20000,68,17960,1080,108.0,2040.0,17960.0
40000,68,35824,2003,200.3,4176.0,35824.0
60000,68,53759,2977,297.7,6241.0,53759.0
80000,68,71556,4097,409.7,8444.0,71556.0
100000,68,89538,5002,500.2,10462.0,89538.0
2,69,2,0,0.0,0.0,2.0
3,69,3,0,0.0,0.0,3.0
100,69,90,7,0.7,10.0,90.0
200,69,181,16,1.6,19.0,181.0
2000,69,1781,219,21.9,219.0,1781.0
10000,69,8965,524,52.4,1035.0,8965.0
20000,69,17927,1034,103.4,2073.0,17927.0
40000,69,35771,2013,201.3,4229.0,35771.0
60000,69,53813,3026,302.6,6187.0,53813.0
80000,69,71535,4042,404.2,8465.0,71535.0
100000,69,89454,5133,513.3,10546.0,89454.0
2,70,1,0,0.0,1.0,1.0
3,70,2,0,0.0,1.0,2.0
100,70,82,63,6.3,18.0,82.0
200,70,180,10,1.0,20.0,180.0
2000,70,1809,178,17.8,191.0,1809.0
10000,70,8939,511,51.1,1061.0,8939.0
20000,70,17859,1270,127.0,2141.0,17859.0
40000,70,35796,2094,209.4,4204.0,35796.0
60000,70,53711,3067,306.7,6289.0,53711.0
80000,70,71543,4068,406.8,8457.0,71543.0
100000,70,89531,5090,509.0,10469.0,89531.0
2,71,1,0,0.0,1.0,1.0
3,71,3,0,0.0,0.0,3.0
100,71,87,3,0.3,13.0,87.0
200,71,184,14,1.4,16.0,184.0
2000,71,1819,96,9.6,181.0,1819.0
10000,71,8983,470,47.0,1017.0,8983.0
20000,71,17919,976,97.6,2081.0,17919.0
40000,71,35759,2069,206.9,4241.0,35759.0
60000,71,53693,3032,303.2,6307.0,53693.0
80000,71,71721,3889,388.9,8279.0,71721.0
100000,71,89533,4906,490.6,10467.0,89533.0
2,72,1,0,0.0,1.0,1.0
3,72,1,0,0.0,2.0,1.0
100,72,86,11,1.1,14.0,86.0
200,72,179,33,3.3,21.0,179.0
2000,72,1797,100,10.0,203.0,1797.0
10000,72,8964,502,50.2,1036.0,8964.0
20000,72,17907,1082,108.2,2093.0,17907.0
40000,72,35761,1989,198.9,4239.0,35761.0
60000,72,53665,3004,300.4,6335.0,53665.0
80000,72,71580,3931,393.1,8420.0,71580.0
100000,72,89575,4970,497.0,10425.0,89575.0
2,73,2,0,0.0,0.0,2.0
3,73,3,0,0.0,0.0,3.0
100,73,92,6,0.6,8.0,92.0
200,73,185,36,3.6,15.0,185.0
2000,73,1777,109,10.9,223.0,1777.0
10000,73,9050,505,50.5,950.0,9050.0
20000,73,17854,957,95.7,2146.0,17854.0
40000,73,35745,2490,249.0,4255.0,35745.0
60000,73,53668,3040,304.0,6332.0,53668.0
80000,73,71512,4101,410.1,8488.0,71512.0
100000,73,89591,4937,493.7,10409.0,89591.0
2,74,2,0,0.0,0.0,2.0
3,74,3,0,0.0,0.0,3.0
100,74,84,10,1.0,16.0,84.0
200,74,179,42,4.2,21.0,179.0
2000,74,1786,125,12.5,214.0,1786.0
10000,74,8954,500,50.0,1046.0,8954.0
20000,74,17843,1061,106.1,2157.0,17843.0
40000,74,35735,1988,198.8,4265.0,35735.0
60000,74,53732,3075,307.5,6268.0,53732.0
80000,74,71690,4028,402.8,8310.0,71690.0
100000,74,89517,5006,500.6,10483.0,89517.0
2,75,2,0,0.0,0.0,2.0
3,75,3,0,0.0,0.0,3.0
100,75,92,3,0.3,8.0,92.0
200,75,171,15,1.5,29.0,171.0
2000,75,1810,103,10.3,190.0,1810.0
10000,75,8901,523,52.3,1099.0,8901.0
20000,75,17907,1048,104.8,2093.0,17907.0
40000,75,35775,1968,196.8,4225.0,35775.0
60000,75,53836,3057,305.7,6164.0,53836.0
80000,75,71665,4037,403.7,8335.0,71665.0
100000,75,89569,5001,500.1,10431.0,89569.0
2,76,2,0,0.0,0.0,2.0
3,76,2,0,0.0,1.0,2.0
100,76,89,13,1.3,11.0,89.0
200,76,177,62,6.2,23.0,177.0
2000,76,1794,93,9.3,206.0,1794.0
10000,76,8939,495,49.5,1061.0,8939.0
20000,76,17920,989,98.9,2080.0,17920.0
40000,76,35818,1969,196.9,4182.0,35818.0
60000,76,53742,2944,294.4,6258.0,53742.0
80000,76,71634,4010,401.0,8366.0,71634.0
100000,76,89433,4924,492.4,10567.0,89433.0
2,77,1,0,0.0,1.0,1.0
3,77,3,0,0.0,0.0,3.0
100,77,90,23,2.3,10.0,90.0
200,77,175,14,1.4,25.0,175.0
2000,77,1782,97,9.7,218.0,1782.0
10000,77,8884,505,50.5,1116.0,8884.0
20000,77,17848,1046,104.6,2152.0,17848.0
40000,77,35688,1975,197.5,4312.0,35688.0
60000,77,53747,2964,296.4,6253.0,53747.0
80000,77,71540,3961,396.1,8460.0,71540.0
100000,77,89333,5020,502.0,10667.0,89333.0
2,78,1,0,0.0,1.0,1.0
3,78,3,0,0.0,0.0,3.0
100,78,91,4,0.4,9.0,91.0
200,78,180,7,0.7,20.0,180.0
2000,78,1785,139,13.9,215.0,1785.0
10000,78,8936,601,60.1,1064.0,8936.0
20000,78,17842,1235,123.5,2158.0,17842.0
40000,78,35918,1961,196.1,4082.0,35918.0
60000,78,53590,2889,288.9,6410.0,53590.0
80000,78,71892,3992,399.2,8108.0,71892.0
100000,78,89455,5024,502.4,10545.0,89455.0
2,79,2,0,0.0,0.0,2.0
3,79,3,0,0.0,0.0,3.0
100,79,93,7,0.7,7.0,93.0
200,79,175,11,1.1,25.0,175.0
2000,79,1780,111,11.1,220.0,1780.0
10000,79,8969,486,48.6,1031.0,8969.0
20000,79,17956,1015,101.5,2044.0,17956.0
40000,79,35766,2027,202.7,4234.0,35766.0
60000,79,53682,3195,319.5,6318.0,53682.0
80000,79,71564,4005,400.5,8436.0,71564.0
100000,79,89553,5042,504.2,10447.0,89553.0
2,80,1,0,0.0,1.0,1.0
3,80,3,0,0.0,0.0,3.0
100,80,85,10,1.0,15.0,85.0
200,80,184,30,3.0,16.0,184.0
2000,80,1775,99,9.9,225.0,1775.0
10000,80,8916,550,55.0,1084.0,8916.0
20000,80,17878,941,94.1,2122.0,17878.0
40000,80,35775,2050,205.0,4225.0,35775.0
60000,80,53655,3163,316.3,6345.0,53655.0
80000,80,71455,4063,406.3,8545.0,71455.0
100000,80,89668,5070,507.0,10332.0,89668.0
2,81,1,0,0.0,1.0,1.0
3,81,3,0,0.0,0.0,3.0
100,81,91,3,0.3,9.0,91.0
200,81,183,14,1.4,17.0,183.0
2000,81,1768,139,13.9,232.0,1768.0
10000,81,8947,491,49.1,1053.0,8947.0
20000,81,17936,980,98.0,2064.0,17936.0
40000,81,35833,1981,198.1,4167.0,35833.0
60000,81,53725,2966,296.6,6275.0,53725.0
80000,81,71563,4002,400.2,8437.0,71563.0
100000,81,89553,4963,496.3,10447.0,89553.0
2,82,2,0,0.0,0.0,2.0
3,82,2,0,0.0,1.0,2.0
100,82,97,17,1.7,3.0,97.0
200,82,153,188,18.8,47.0,153.0
2000,82,1817,141,14.1,183.0,1817.0
10000,82,8916,521,52.1,1084.0,8916.0
20000,82,17902,971,97.1,2098.0,17902.0
40000,82,35790,2025,202.5,4210.0,35790.0
60000,82,53735,3024,302.4,6265.0,53735.0
80000,82,71534,3984,398.4,8466.0,71534.0
100000,82,89490,5079,507.9,10510.0,89490.0
2,83,2,0,0.0,0.0,2.0
3,83,2,0,0.0,1.0,2.0
100,83,82,73,7.3,18.0,82.0
200,83,176,11,1.1,24.0,176.0
2000,83,1773,107,10.7,227.0,1773.0
10000,83,8916,712,71.2,1084.0,8916.0
20000,83,17943,1001,100.1,2057.0,17943.0
40000,83,35784,1934,193.4,4216.0,35784.0
60000,83,53633,2970,297.0,6367.0,53633.0
80000,83,71576,4059,405.9,8424.0,71576.0
100000,83,89491,4869,486.9,10509.0,89491.0
2,84,2,0,0.0,0.0,2.0
3,84,2,1,0.1,1.0,2.0
100,84,87,4,0.4,13.0,87.0
200,84,182,9,0.9,18.0,182.0
2000,84,1759,189,18.9,241.0,1759.0
10000,84,8903,535,53.5,1097.0,8903.0
20000,84,17829,1230,123.0,2171.0,17829.0
40000,84,35927,1971,197.1,4073.0,35927.0
60000,84,53683,3015,301.5,6317.0,53683.0
80000,84,71490,4002,400.2,8510.0,71490.0
100000,84,89398,4980,498.0,10602.0,89398.0
2,85,1,0,0.0,1.0,1.0
3,85,3,0,0.0,0.0,3.0
100,85,85,21,2.1,15.0,85.0
200,85,183,24,2.4,17.0,183.0
2000,85,1778,96,9.6,222.0,1778.0
10000,85,8933,493,49.3,1067.0,8933.0
20000,85,17801,1019,101.9,2199.0,17801.0
40000,85,35744,1972,197.2,4256.0,35744.0
60000,85,53727,2919,291.9,6273.0,53727.0
80000,85,71599,4530,453.0,8401.0,71599.0
100000,85,89373,5053,505.3,10627.0,89373.0
2,86,1,0,0.0,1.0,1.0
3,86,3,0,0.0,0.0,3.0
100,86,94,8,0.8,6.0,94.0
200,86,172,16,1.6,28.0,172.0
2000,86,1780,225,22.5,220.0,1780.0
10000,86,8939,516,51.6,1061.0,8939.0
20000,86,17856,976,97.6,2144.0,17856.0
40000,86,35786,2053,205.3,4214.0,35786.0
60000,86,53688,3098,309.8,6312.0,53688.0
80000,86,71542,3955,395.5,8458.0,71542.0
100000,86,89465,5036,503.6,10535.0,89465.0
2,87,2,0,0.0,0.0,2.0
3,87,2,0,0.0,1.0,2.0
100,87,90,5,0.5,10.0,90.0
200,87,177,111,11.1,23.0,177.0
2000,87,1791,128,12.8,209.0,1791.0
10000,87,8991,497,49.7,1009.0,8991.0
20000,87,17945,1064,106.4,2055.0,17945.0
40000,87,35774,2038,203.8,4226.0,35774.0
60000,87,53739,2951,295.1,6261.0,53739.0
80000,87,71641,3941,394.1,8359.0,71641.0
100000,87,89503,5080,508.0,10497.0,89503.0
2,88,2,0,0.0,0.0,2.0
3,88,3,1,0.1,0.0,3.0
100,88,88,6,0.6,12.0,88.0
200,88,174,28,2.8,26.0,174.0
2000,88,1806,168,16.8,194.0,1806.0
10000,88,8984,517,51.7,1016.0,8984.0
20000,88,17865,1051,105.1,2135.0,17865.0
40000,88,35919,2014,201.4,4081.0,35919.0
60000,88,53722,2972,297.2,6278.0,53722.0
80000,88,71730,4052,405.2,8270.0,71730.0
100000,88,89469,4916,491.6,10531.0,89469.0
2,89,2,0,0.0,0.0,2.0
3,89,3,0,0.0,0.0,3.0
100,89,89,21,2.1,11.0,89.0
200,89,175,17,1.7,25.0,175.0
2000,89,1800,101,10.1,200.0,1800.0
10000,89,8898,482,48.2,1102.0,8898.0
20000,89,17872,1005,100.5,2128.0,17872.0
40000,89,35793,2070,207.0,4207.0,35793.0
60000,89,53739,3075,307.5,6261.0,53739.0
80000,89,71633,3934,393.4,8367.0,71633.0
100000,89,89611,4974,497.4,10389.0,89611.0
2,90,2,0,0.0,0.0,2.0
3,90,2,2,0.2,1.0,2.0
100,90,85,11,1.1,15.0,85.0
200,90,180,22,2.2,20.0,180.0
2000,90,1772,122,12.2,228.0,1772.0
10000,90,8919,471,47.1,1081.0,8919.0
20000,90,17851,1048,104.8,2149.0,17851.0
40000,90,35820,2062,206.2,4180.0,35820.0
60000,90,53777,3074,307.4,6223.0,53777.0
80000,90,71538,4105,410.5,8462.0,71538.0
100000,90,89485,5051,505.1,10515.0,89485.0
2,91,1,0,0.0,1.0,1.0
3,91,2,0,0.0,1.0,2.0
100,91,96,12,1.2,4.0,96.0
200,91,181,11,1.1,19.0,181.0
2000,91,1783,144,14.4,217.0,1783.0
10000,91,8866,581,58.1,1134.0,8866.0
20000,91,17924,1029,102.9,2076.0,17924.0
40000,91,35851,1960,196.0,4149.0,35851.0
60000,91,53568,3054,305.4,6432.0,53568.0
80000,91,71664,3870,387.0,8336.0,71664.0
100000,91,89377,5430,543.0,10623.0,89377.0
2,92,2,0,0.0,0.0,2.0
3,92,2,0,0.0,1.0,2.0
100,92,88,22,2.2,12.0,88.0
200,92,178,15,1.5,22.0,178.0
2000,92,1782,135,13.5,218.0,1782.0
10000,92,8935,513,51.3,1065.0,8935.0
20000,92,17935,981,98.1,2065.0,17935.0
40000,92,35757,1915,191.5,4243.0,35757.0
60000,92,53687,3060,306.0,6313.0,53687.0
80000,92,71674,4066,406.6,8326.0,71674.0
100000,92,89645,5027,502.7,10355.0,89645.0
2,93,2,0,0.0,0.0,2.0
3,93,2,1,0.1,1.0,2.0
100,93,90,16,1.6,10.0,90.0
200,93,175,15,1.5,25.0,175.0
2000,93,1771,121,12.1,229.0,1771.0
10000,93,9008,490,49.0,992.0,9008.0
20000,93,17931,971,97.1,2069.0,17931.0
40000,93,35902,2100,210.0,4098.0,35902.0
60000,93,53633,3025,302.5,6367.0,53633.0
80000,93,71511,3940,394.0,8489.0,71511.0
100000,93,89470,5091,509.1,10530.0,89470.0
2,94,2,2,0.2,0.0,2.0
3,94,3,0,0.0,0.0,3.0
100,94,84,3,0.3,16.0,84.0
200,94,183,12,1.2,17.0,183.0
2000,94,1823,110,11.0,177.0,1823.0
10000,94,8944,483,48.3,1056.0,8944.0
20000,94,17919,971,97.1,2081.0,17919.0
40000,94,35793,2008,200.8,4207.0,35793.0
60000,94,53666,3029,302.9,6334.0,53666.0
80000,94,71719,3991,399.1,8281.0,71719.0
100000,94,89528,4916,491.6,10472.0,89528.0
2,95,2,0,0.0,0.0,2.0
3,95,2,0,0.0,1.0,2.0
100,95,87,6,0.6,13.0,87.0
200,95,182,12,1.2,18.0,182.0
2000,95,1786,94,9.4,214.0,1786.0
10000,95,8979,545,54.5,1021.0,8979.0
20000,95,17857,1040,104.0,2143.0,17857.0
40000,95,35846,2048,204.8,4154.0,35846.0
60000,95,53740,3060,306.0,6260.0,53740.0
80000,95,71590,4015,401.5,8410.0,71590.0
100000,95,89656,4928,492.8,10344.0,89656.0
2,96,1,0,0.0,1.0,1.0
3,96,3,0,0.0,0.0,3.0
100,96,76,88,8.8,24.0,76.0
200,96,170,31,3.1,30.0,170.0
2000,96,1773,97,9.7,227.0,1773.0
10000,96,8940,534,53.4,1060.0,8940.0
20000,96,17870,1040,104.0,2130.0,17870.0
40000,96,35821,1969,196.9,4179.0,35821.0
60000,96,53614,2993,299.3,6386.0,53614.0
80000,96,71498,4049,404.9,8502.0,71498.0
100000,96,89750,4937,493.7,10250.0,89750.0
2,97,2,0,0.0,0.0,2.0
3,97,3,0,0.0,0.0,3.0
100,97,88,6,0.6,12.0,88.0
200,97,177,28,2.8,23.0,177.0
2000,97,1799,99,9.9,201.0,1799.0
10000,97,8975,520,52.0,1025.0,8975.0
20000,97,17867,1016,101.6,2133.0,17867.0
40000,97,35768,1986,198.6,4232.0,35768.0
60000,97,53723,3007,300.7,6277.0,53723.0
80000,97,71445,4095,409.5,8555.0,71445.0
100000,97,89561,4940,494.0,10439.0,89561.0
2,98,2,0,0.0,0.0,2.0
3,98,3,0,0.0,0.0,3.0
100,98,92,5,0.5,8.0,92.0
200,98,178,16,1.6,22.0,178.0
2000,98,1807,113,11.3,193.0,1807.0
10000,98,9017,525,52.5,983.0,9017.0
20000,98,17880,1083,108.3,2120.0,17880.0
40000,98,35627,1995,199.5,4373.0,35627.0
60000,98,53719,3081,308.1,6281.0,53719.0
80000,98,71702,4069,406.9,8298.0,71702.0
100000,98,89600,4859,485.9,10400.0,89600.0
2,99,1,0,0.0,1.0,1.0
3,99,3,0,0.0,0.0,3.0
100,99,89,7,0.7,11.0,89.0
200,99,176,11,1.1,24.0,176.0
2000,99,1800,120,12.0,200.0,1800.0
10000,99,8965,515,51.5,1035.0,8965.0
20000,99,17895,1068,106.8,2105.0,17895.0
40000,99,35753,2062,206.2,4247.0,35753.0
60000,99,53715,3138,313.8,6285.0,53715.0
80000,99,71556,3969,396.9,8444.0,71556.0
100000,99,89445,4989,498.9,10555.0,89445.0
2,100,2,0,0.0,0.0,2.0
3,100,3,0,0.0,0.0,3.0
100,100,90,17,1.7,10.0,90.0
200,100,181,10,1.0,19.0,181.0
2000,100,1791,121,12.1,209.0,1791.0
10000,100,8917,488,48.8,1083.0,8917.0
20000,100,17939,996,99.6,2061.0,17939.0
40000,100,35727,2012,201.2,4273.0,35727.0
60000,100,53613,3007,300.7,6387.0,53613.0
80000,100,71606,4205,420.5,8394.0,71606.0
100000,100,89586,5053,505.3,10414.0,89586.0
